question,answer,type
随着电荷增加，磁通密度会发生什么变化？       A.增加 B.减少 C.保持不变 D.变为零,A,单选
某超外差接收机接收 930kHz 的信号时，可收到 690kHz 和 810kHz 信号，但不能单独收到其中一个台的信号，此干扰为（ ） A.干扰哨声 B.互调干扰 C.镜像干扰 D.交调干扰,D,单选
220kV系统中性点运行方式经常采用( )。  A.不接地 B.直接接地 C.经电抗接地 D.经电阻接地,B,单选
用万用表欧姆档测量小功率三极管的电极时，应该把欧姆档拨到 （ ） A.R×100 或 R×1k 档 B.R× 1 档 C.R×10 档 D.R×10k 档,A,单选
相量的长度代表什么？ A.数量的大小 B.数量的方向 C.既不大小也不方向 D.大小或方向,A,单选
螺线管产生的磁场的公式是什么？ A.μnI B.μn2 C.μNI D.μN2I2,A,单选
电压中枢点是指( )  A.反应系统电压水平的主要发电厂母线 B.反应系统电压水平的主要变电所母线 C.(A)和(B) D.电机输出线,C,单选
耦合系数实际上可以等于1吗？ A.是 B.否 C.取决于线圈 1 中的电流 D.取决于线圈 2 中的电流,B,单选
什么是亥姆霍兹方程？ A.i=I(eRt/L) B.i=I(1-e-Rt/L) C.i=I(1+e-Rt/L) D.i=I(e-Rt/L )）,B,单选
当线圈中的电流变为原来值的两倍时，电感会发生什么变化？ A.变成一半 B.变成四倍 C.变成两倍 D.保持不变,D,单选
针对高压电容器组的渗漏油故障，处理办法之一是（）。 A.及时补救 B.加强巡视 C.立即停用 D.以上都不对,A,单选
关于直流电，下列哪项是正确的？ A.幅度恒定 B.频率为零 C.可以以较小的功率损失传输到更远的距离 D.单向流动,C,单选
为简化同步发电机三相短路的分析计算，采用了一些假设条件，下面各组条件中属于同步发电机三相短路分析假设条件的一组是（     ） A.发电机绕组阻抗为零、发电机频率保持不变 B.发电机磁路不饱和、发电机频率保持不变 C.发电机绕组阻抗为零、发电机磁路不饱和 D.发电机绕组电阻为零，发电机磁路已饱和。,B,单选
欲使变压器的ΔU =0，那么负载性质应为() A.电阻电感性负载 B.纯电阻负载 C.纯感性负载 D.电阻电容性负载,D,单选
电阻是（ ）元件，电感是（ ）的元件，电容是（ ）的元件。 A.储存电场能量，储存磁场能量，耗能 B.耗能，储存电场能量，储存磁场能量 C.耗能，储存磁场能量，储存磁场能量 D.储存磁场能量，耗能，储存磁场能量,C,单选
流过电阻的直流电必须达到多少值才能产生与峰值为 3.5 A 的交流电相同的加热功率？ A.1.5 A B.2.5 A C.3.5 A D.4.5 A,B,单选
放大器的噪声系数NF是指（  ） A.输入端的信噪比 /输出端的信噪比 B.输出端的信噪比 /输入端的信噪比 C.输入端的噪声功率 /输出端的噪声功率 D.输出端的噪声功率 /输入端的噪声功率,A,单选
在横截面积为500mm2、周长为400mm、φ=800miCroWB的环上缠绕200匝的线圈。环的相对磁导率为380。计算磁阻。 A.1.68 * 10-4A/WB B.1.68 * 104A/WB C.1.68 * 106A/WB D.1.68 * 10-6A/WB,C,单选
电弧电流的本质是（）。 A.原子导电 B.分子导电 C.离子导电 D.以上都不对,C,单选
在变压器中，能量从一次绕组传递到二次绕组，是通过（    ）实现的。 A.主磁通 B.漏磁通 C.主磁通和漏磁通 D.以上都不对,A,单选
位移电流的单位是什么？ A.无单位 B.安培 C.库仑 D.安培/库仑,B,单选
当两个频率不同的单频信号送入非线性器件， 产生的组合频率最少的器件是 （ ） A.极管 B.三极管 C.场效应管 D.二极管,C,单选
若固体电介质被击穿的时间很短、又无明显的温升，可判断是（　C　）。 A.电化学击穿 B.热击穿 C.电击穿 D.各类击穿都有,C,单选
磁路欧姆定律为（） A.F=ΦS B.F=Φ/S C.F=Φ2S D.F=Φ/S2,A,单选
由电感器组成的电路的充电时间常数是指电感器中的电流达到初始电流的（）%所需的时间。 A.33 B.63 C.37 D.36,B,单选
短路冲击电流是指短路电流的( )。  A.有效值 B.平均值 C.方均根值 D.最大可能瞬时值,D,单选
断路器对电路故障跳闸发生拒动，造成越级跳闸时，应立即（）。 A.对电路进行试送电 B.查找断路器拒动原因 C.将拒动断路器脱离系统 D.以上都不对,C,单选
以下哪一项用于确定载流导体中的磁场方向？ A.左手拇指法则 B.右手拇指法则 C.右手手掌法则 D.左手手掌法则,B,单选
计算相距 2 微米、大小分别为 3nC 和 2nC 的两个电荷之间的力。 A.13.5N B.13.5kN C.1.35N D.1.35kN,B,单选
三相四线制供电系统线路中，电网中性点的接地叫做（），将不带电的设备外壳与大地作电气连接，则这种接法叫做（） A.保护接地 保护接地 B.重复接地 保护接地 C.保护接地 工作接地 D.工作接地 保护接地,D,单选
当电容器两板之间引入电介质时，两板之间的电位降会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,B,单选
欲提高功率放大器的效率，应使放大器的工作状态为 （ ） A.甲类 B.乙类 C.甲乙类 D.丙类,D,单选
C1、C2、C3 三个电容并联时，总电容是多少？ A.C1/(C2+C3) B.C1+C2+C3 C.C2/(C1+C3) D.1/C1+1/C2+1/C3,B,单选
触头间恢复电压是指触头间电弧（）后外电路施加在触头之间的电压。 A.重燃 B.彻底熄灭 C.暂时熄灭 D.以上都不对,C,单选
在正常情况下，电容器有（） A.位移电流 B.导通电流 C.既有导通电流，又有位移电流 D.既没有导通电流，也没有位移电流,A,单选
下列哪一个是电能的单位？ A.V（伏特） B.kWh（千瓦时） C.欧姆 D.（库伦）,B,单选
KYN**-10型高压开关柜手车室（）设有手车推进或拉出的导轨。 A.上部 B.中部 C.下部 D.以上都不对,B,单选
戴维南电压是（） A.开路电压 B.短路电压 C.开路和短路电压 D.既不是开路电压也不是短路电压,A,单选
如果电流在 5 秒内从 20 变为 10，电感值为 1H，则计算感应电动势。 A.8V B.6V C.4V D.2V,D,单选
电流有效值的正确表达式是什么？ A.Irms=Im/2 B.Irms=Im/√2 C.Irms=Im/4 D.Irms=Im,B,单选
电流方向和力方向之间的关系是（） A.同方向 B.相反方向 C.垂直 D.不相关,C,单选
关于架空输电线路的零序阻抗，下述说法中错误的是（     ）。 A.输电线路的零序阻抗大于正序阻抗 B.双回输电线路的零序阻抗大于单回输电线路的零序阻抗 C.有架空地线的输电线路，其零序阻抗小于无架空地线的同类型架空线路的零序阻抗 D.架空地线的导电性能越好，输电线路的零序阻抗越大。,D,单选
下列哪项是生成交变电动势的正确表达式？ A.e=2Blvsin(θ) B.e=2B2lvsin(θ) C.e=Blvsin(θ) D.e=4Blvsin(θ),C,单选
在采用需要系数法计算补偿电容器的容量时，如果补偿前的功率因数为0.8，补偿后的功率因数为0.9，总的有功计算负荷为750kW，则电容器补偿容量的计算值约为( )。  A.100kvar B.150kvar C.200kvar D.300kvar,C,单选
电容三点式 LC 正弦波振荡器与电感三点式 LC 正弦波振荡器比较，优点是 （） A.电路组成简单 B.输出波形好 C.容易调节振荡频率 D.频率稳定度高,B,单选
真空断路器主要用于（）电压等级。 A.3～10kV B.35～110kV C.220～500kV D.以上都不对,A,单选
电容C1、C2、C3的压降分别为2V、3V、5V。计算电路中的总电压。 A.10V B.2V C.5V D.0V,A,单选
电力系统分析中，有功功率的单位常用( )  A.VAR B.MW C.MVA D.V,B,单选
在大信号包络检波器中，由于检波电容放电时间过长而引起的失真是（） A.频率失真 B.惰性失真 C.负峰切割失真 D.截止失真,B,单选
静止补偿器的一个特点是( )。  A.既可吸收有功，也可发出无功 B.既可吸收有功，也可发出有功 C.既可吸收无功，也可发出无功 D.既可吸收无功，也可发出有功,C,单选
当相对介电常数增加时，绝对介电常数会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,C,单选
国产额定转速为1450r/min的三相感应电动机为几级电机。 A.2 B.4 C.6 D.8,B,单选
高频谐振功率放大器的负载谐振电阻Rp 由小变大，则放大器工作状态的变化趋势（其他条件不变）为（ ）。 A.甲类→乙类→丙类 B.欠压→临界→过压 C.过压→临界→欠压 D.丙类→乙类→甲类,B,单选
从技术和经济角度看，最适合担负系统调频任务的发电厂是（       ）。 A.具有调整库容的大型水电厂 B.核电厂 C.火力发电厂 D.径流式大型水力发电厂。,A,单选
电路中高频时首选电容是（） A.电解电容 B.云母电容 C.空气电容 D.玻璃电容,B,单选
串联一个7欧姆的电阻和一个31.8mH的电感。该电路连接至 x V 50Hz 正弦电源。电路中的电流为8.2。计算 x 的值。 A.10V B.50V C.100V D.120V,C,单选
平行且方向相同的磁通线彼此（）。 A.吸引 B.排斥 C.相交 D.取消,B,单选
在串联电路中，哪些参数在所有电路元件（例如电阻器、电容器、电感器等）中保持恒定？ A.电压 B.电流 C.电压和电流 D.既不是电压也不是电流,B,单选
当电容器两端的电压增加时，其中存储的电荷会发生什么变化？ A.增加 B.减少 C.变为零 D.无法确定,A,单选
三相四线制供电系统中，火线与中线间的电压等于（） A.零电压 B.相电压 C.线电压 D.1/2线电压,B,单选
我国电力系统的额定频率为( )。  A.30Hz B.40Hz C.50Hz D.60Hz,C,单选
真空断路器的每日巡视检查中应注意检查（）。 A.气体压力 B.灭弧室 C.气体温度 D.以上都不对,B,单选
变压器的空载损耗（  ）。 A.全部为铁损耗 B.全部为铜损耗 C.主要为铁损耗 D.主要为铜损耗,C,单选
一台发电机组的出力为其额定功率的80%，则这台发电机组具有( )。  A.负荷备用和部分事故备用容量 B.热备用和国民经济备用容量 C.热备用和冷备用容量    （无）    （有） D.以上都不对,A,单选
同步发电机机端发生三相短路时，短路电流中包含的分量为（    ）。 A.基频周期分量、非周期分量、倍频分量 B.基频周期分量、非周期分量 C.基频周期分量、倍频分量 D.非周期分量、倍频分量。,A,单选
线路串联电容的作用是( )  A.以其容抗抵偿线路的感抗 B.限流，避免该线路过载 C.产生环流或强制循环功率 D.提高暂态稳定,A,单选
变压器变比是指 ()。  A.一次、二次侧绕组匝数之比 B.一次、二次侧绕组功率之比 C.一次、二次侧绕组电流之比 D.以上都不对,A,单选
线圈 1 的磁链为 x，匝数为 500，线圈 2 的电流为 2A，如果互感为 750H，则计算 x 的值。 A.1WB B.2WB C.3WB D.4WB,C,单选
称为（）的一个周期的持续时间是多少？ A.波形 B.峰值 C.瞬时值 D.周期,D,单选
一般情况，变压器的负序电抗与正序电抗的大小关系为( )。  A.正序电抗大于负序电抗 B.正序电抗小于负序电抗 C.正序电抗等于负序电抗 D.不确定,C,单选
如果平行板电容器的一个板带正电，另一板带电？ A.正极 B.负极 C.正极或负极 D.不带电,B,单选
同步发电机运行于-90°＜ψ＜0°时，其电枢反应的性质是() A.直轴去磁 B.直轴增磁 C.直轴去磁兼交磁 D.直轴增磁兼交磁,D,单选
频率的一次调整是由( )。  A.发电机组的调速器完成的 B.负荷的频率特性来完成 C.发电机组的调频系统完成的 D.有功功率的经济分配完成的,A,单选
RN1系列熔断器是（）高压熔断器。 A.限流式有填料 B.限流式无填料 C.非限流式有填料 D.以上都不对,A,单选
如果在交流电路中，阻抗为26欧姆，容抗为24欧姆，则电阻是多少？ A.25 欧姆 B.10 欧姆 C.12 欧姆 D.23 欧姆,B,单选
在大负荷时，适当中枢点的电压；在小负荷时，适当提高中枢点的电压。属于( )。  A.顺调压 B.常调压 C.逆调压 D.以上都不对,A,单选
FN3-10R/400型高压负荷开关的参数为：（）。 A.额定电压3kV，额定电流10A B.额定电压3kV，额定电流400A C.额定电压10kV，额定电流400A D.以上都不对,C,单选
中性点不接地系统，单相接地时，接地点接地相电流属于( )。  A.感性电流 B.容性电流 C.阻性电流 D.依据短路点的情况确定,B,单选
为保证断路器具有足够的合闸速度，操动机构必修具有（）。 A.足够大得操作功 B.较高的可靠性 C.自由脱扣装置 D.以上都不对,A,单选
电路中串联一个2欧姆的电阻和一个6F的电容。计算充电时间常数。 A.3 B.1 C.12 D.8,C,单选
如果电容器极板间的电位差为10V，极板间引入厚度为2m的电介质，则计算引入电介质后的电势差。电场强度为2V/m。 A.4V B.6V C.8V D.10V,B,单选
如果 50选项C 的电荷在导体中流动 5 秒，电流值是多少？ A.5A B.10A C.15A D.20A,B,单选
关于电力系统的有功备用容量，下述说法中错误的是（    ）。 A.根据电力系统的实际情况，检修备用容量可能不需要设置 B.事故备用必须全部为热备用 C.负荷备用应为热备用 D.国民经济备用应为冷备用。,B,单选
中性点不接地系统发生单相接地故障时，接地相对地电压（）。 A.最高为线电压 B.最高为相电压 C.最低为零 D.以上都不对,C,单选
当载流导体中的导体长度增加时，与磁场成直角的导体中的力会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,A,单选
对于自耦变压器，等值电路中各绕组的电阻，下述说法中正确的是（   ）。 A.等值电路中各绕组的电阻，是各绕组实际电阻按照变压器变比归算到同一电压等级的电阻值 B.等值电路中各绕组的电阻就是各绕组的实际电阻 C.、等值电路中各绕组的电阻是各绕组的等效电阻归算到同一电压等级的电阻值 D.等值电路中各绕组的电阻一定为正值，因为绕组总有电阻存在。,C,单选
",y联接的组式变压器中主磁道φ的波形是 () A.正弦波 B.尖顶波 C.平顶波 D.矩形波",B,单选
HXGH1-10型环网柜有（）余种标准接线。 A.10 B.30 C.50 D.以上都不对,B,单选
高压熔断器在高压电路中，起（）的作用，以保护电气设备。 A.通断开关 B.通断开关和短路保护 C.过负荷保护和短路保护 D.以上都不对,C,单选
KVL 涉及（）守恒？ A.质量 B.动量 C.电荷 D.能量,D,单选
以下哪些电气工程要素不能使用欧姆定律进行分析？ A.电容器 B.电感器 C.晶体管 D.电阻,C,单选
当载流导体中的电流增加时，与磁场成直角的导体中的力会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,A,单选
如果转数为 300，配对极数为 50，则计算频率。 A.15kHz B.150kHz C.1500kHz D.150Hz,A,单选
磁力线从一极到另一极形成（）环。 A.开放 B.封闭 C.支化 D.封闭或支化,B,单选
如果电感值为 15H，10 秒内流过平均电流 5A，请计算电感器中的电动势值。 A.15V B.7.5V C.10V D.5.5V,B,单选
耦合系数的SI单位是什么？ A.H B.H-1 C.无单位 D.H2,C,单选
作为安排日发电计划、各发电厂发电计划重要依据的负荷曲线是( )。P13  A.日负荷曲线 B.年最大负荷曲线 C.年持续负荷曲线 D.以上都不对,A,单选
同步检波器要求接收端载波与发端载波 （ ） A.频率相同、幅度相同 B.相位相同、幅度相同 C.频率相同、相位相同 D.频率相同、相位相同、幅度相同,C,单选
在输电线路参数中属于耗能参数的是( )  A.电抗、电阻 B.电纳、电阻 C.电导、电抗 D.电阻、电导,D,单选
互感的SI单位是什么？ A.欧姆 B.亨利 C.伏特 D.西门子,B,单选
电路中发生短路时，可能引起的危害是（）。 A.母线电压升高 B.回路电流增大 C.导体温度下降 D.以上都不对,B,单选
对于相量的乘法和除法，我们使用（）形式。 A.矩形 B.极坐标 C.矩形或极坐标 D.既不是矩形也不是极坐标,B,单选
丙类谐振功放其谐振回路调谐于（ ）分量 A.基波 B.二次谐波 C.其它高次谐波 D.直流分量,A,单选
要观察调谐放大器的谐振曲线，需要用到以下哪个仪器 （ ） A.示波器 B.频率计 C.高频信号发生器 D.扫频仪,D,单选
一台单相变压器进行短路试验，在高压侧达到额定电流测得的损耗和在低压侧达到额定电流测得的损耗 () A.不相等 B.相等 C.折算后相等 D.基本相等,B,单选
最初，当串联 RL 电路中的开关闭合时，电感器中的电流为？ A.最大值 B.最小值 C.零 D.无穷大,C,单选
采用标么制计算时，只需要选择两个电气量的基准值，其它电气量的基准值可以根据它们之间的关系导出，通常的选择方法使 ）  A.选择功率和电压基准值 B.选择功率和电流基准值 C.选择功率和阻抗基准值 D.选择电压和阻抗基准值,A,单选
构成电力网的主要设备有( )。  A.变压器、用电设备 B.变压器、电力线路 C.电缆、架空线 D.电阻、电容,B,单选
外形尺寸的正确表达方式是什么？ A.Irms* IAv B.Irms/ IAv C.Irms+ IAv D.Irms– IAv,B,单选
110kv及以上电力系统中，架空输电线路全线架设避雷线的目的是（    ）。 A.减少线路雷击事故，提高供电可靠性 B.减少雷击事故，提高电能质量 C.减少雷击事故，降低输电线路对地电压 D.、减少雷击事故，提高输电线路的耐压水平。,A,单选
关于无限大功率电源，下述说法中错误的是（     ）。 A.无限大功率电源的端电压和功率保持不变 B.无限大功率电源供电情况下，三相短路电流中的周期分量在暂态过程中幅值保持不变 C.无限大功率电源供电情况下； 三相短路电流中的非周期分量起始值均相等 D.无限大功率电源供电情况下，发生三相短路后的暂态过程中，各相短路电流中都包含有周期分量和非周期分量。,C,单选
在具有任意数量阻抗的并联电路中，每个阻抗两端的电压是？ A.相等 B.均分 C.按比例划分 D.零,A,单选
已知一系统综合负荷频率自动调节效应系数KL=82MW/Hz。频率f上升0.0862Hz时，则负荷吸收功率（  A.减少7.068 B.增加7.068 C.增加3.534 D.以上都不对,B,单选
无功功率通过线路电阻时( )P47  A.产生有功功率损耗 B.产生无功功率损耗 C.不产生有功功率损耗 D.既不产生有功功率损耗也不产生无功功率损耗,A,单选
当电源电压为 200V、Q 因数为 10 时，电感两端的电压是多少？ A.100V B.20V C.2000V D.0V,C,单选
衡量电力系统运行经济性的主要指标是( )。  A.燃料消耗率、厂用电率、网损率 B.燃料消耗率、建设投资、网损率 C.网损率、建设投资、电压畸变率 D.网损率、占地面积、建设投资,A,单选
如果电流平行于磁场流动，则力将为（） A.零 B.无穷大 C.最大 D.原始值的一半,A,单选
8μF电容串联0.5兆欧电阻。直流电源电压为200V。计算通电4s后电容器中的电压。 A.123.4V B.126.4V C.124.5V D.132.5V,B,单选
电压质量分为电压允许偏差、三相电压允许不平衡度、（）、电压允许波动与闪变。 A.频率允许偏差 B.供电可靠性 C.公网谐波 D.以上都不对,C,单选
并列运行的发电机间在小干扰下发生的频率为（ ）范围内的持续振荡现象叫低频振荡。 A.0.02～0.2Hz B.0.2～2.5Hz C.2.5～5Hz D.5～10Hz,B ,单选
负峰切割失真主要是由于（）造成的。 A.信号调制度太小 B.检波器RC时间常数太大 C.检波器交、直流负载不同 D.检波二极管选择不当,C,单选
值班人员发现断路器出现（）时，应申请停电处理。 A.异常运行状态 B.可以及时消除的异常运行状态 C.威胁电网安全的异常运行状态 D.以上都不对,C,单选
某丙类谐振功率放大器工作在临界状态，若保持其它参数不变，将集电极直流电源电压增大，则放大器的工作状态将变为（） A.过压 B.弱过压 C.临界 D.欠压,D,单选
电感器中的电流（）串联 RLC 电路中高于谐振频率的电压。 A.超前 B.滞后 C.等于 D.取决于电路,B,单选
一台同步发电机向一台同步电动机供电的简单网络中，，当发电机增加出力时，系统负荷M.消耗的有功功率将（  A.增加 B.不变 C.减少 D.以上都不对,A,单选
当实际介电常数降低时，相对介电常数会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,B,单选
Vth 可以通过网络的（） 终端找到。 A.输入 B.输出 C.既不是输入也不是输出 D.要么输入要么输出,B,单选
求实际介电常数= 5F/m、n=3、A=4m 2且D=2m的多极板电容器的电容。 A.10F B.20F C.30F D.40F,B,单选
通过110(66)kV及以上电压等级接入电网的光伏发电站应配备故障录波设备，该设备应具有足够的记录通道并能够记录( )的情况，并配备至电网调度机构的数据传输通道。  A.故障前5s到故障后60s B.故障前10s到故障后60s C.故障前5s到故障后120s D.故障前10s到故障后120s,B,单选
变压器等效电路中，电阻RT的物理意义表征的是( )。  A.铁损 B.主磁通 C.铜损 D.激磁阻抗,C,单选
关于变压器，下述说法中错误的是（     ） A.对电压进行变化，升高电压满足大容量远距离输电的需要，降低电压满足用电的需求 B.、变压器不仅可以对电压大小进行变换，也可以对功率大小进行变换 C.当变压器原边绕组与发电机直接相连时（发电厂升压变压器的低压绕组），变压器原边绕组的额定电压应与发电机额定电压相同 D.变压器的副边绕组额定电压一般应为用电设备额定电压的1.1倍。,B,单选
接地装置按工作特点可分为工作接地、保护接地和防雷接地。保护接地的电阻值对高压设备约为()。 A.0.5～5 B.1～10 C.10～100 D.小于1,B,单选
电场的常规方向是（） A.正向负 B.负向正 C.无特定方向 D.无法确定方向,A,单选
在电感电路中，电流（）电压？ A.超前 B.滞后 C.大于 D.小于,B,单选
三相异步电动机负载增加时，会使 () A.转子转速降低 B.转子电流频率降低 C.转子电流产生的磁势对转子的转速减小 D.转子电流产生的磁势对定子的转速增加,A,单选
短路电流最大的短路类型一般为：（ ） A.单相短路 B.两相短路 C.两相短路接地 D.三相短路,D,单选
电晕损耗影响输电线路的哪个参数( )。  A.电阻 B.电抗 C.电导 D.电纳,C,单选
三绕组升压变压器绕组的排列方式，居中绕组为( )。  A.高压绕组 B.中压绕组 C.低压绕组 D.依据电压等级不同，绕组的排列情况不同,C,单选
若外加电压随时间正弦变化，当磁路饱和时，单相变压器的励磁电流随时间变化的波形是 () A.矩形波 B.平顶波 C.正弦波 D.尖顶波,D,单选
诺顿电阻是通过什么发现的？ A.短路所有电压源 B.断开所有电流源 C.短路所有电压源并断开所有电流源 D.断开所有电压源并短路所有电流源,C,单选
KCL 涉及（）守恒？ A.动量 B.质量 C.势能 D.电荷,D,单选
减小原动机的机械功率是让最大可能的减速面积( )。  A.减小 B.增加 C.不变 D.不确定,B,单选
单台三相电容器的电容元件组在外壳内部接成（）。 A.星形 B.三角形 C.Z行 D.以上都不对,B,单选
（）的电压急剧波动引起灯光闪烁、光通量急剧波动，而造成人眼视觉不舒适的现象，称为闪变。 A.连续性 B.周期性 C.间断性 D.以上都不对,B,单选
一台直流发电机，其电枢绕组内的电流为() A.直流电流 B.交流电流 C.正弦电流 D.以上都不是,B,单选
FN3-10R/400型负荷开关合闸时，（）。 A.工作触头和灭弧触头同时闭合 B.灭弧触头先于工作触头闭合 C.工作触头先于灭弧触头闭合 D.以上都不对,B,单选
当电容器串联时，等效电容为各个电容的（）。 A.大于 B.小于 C.等于 D.提供的数据不足,B,单选
两个交变正弦电压或电流的合力可以用（）。 A.三角定律 B.平行四边形定律 C.三角形或平行四边形定律 D.既不是三角形也不是平行四边形定律,B,单选
电流在（）带宽频率处最大。 A.左端 B.中间 C.右端 D.所有端,B,单选
直流电机的电枢绕组采用单叠绕组时，并联支路数 () A.2a=2p B.2a=0.5p C.2a=p D.2a=4p,A,单选
以下关于绝缘体的说法哪些是正确的？ A.绝缘体具有正温度系数 B.绝缘体具有负温度系数 C.绝缘体具有零温度系数 D.绝缘体具有无限温度系数,B,单选
在波形上它的包络与调制信号形状完全相同的是（） A.AM B.DSB C.SSB D.VSB,A,单选
自由空间渗透率的单位是？ A.亨利 B.亨利-m C.亨利/m D.亨利/m2,C,单选
关于电力元件的正序阻抗、负序阻抗和零序阻抗阻抗，下述说法中错误的是( )。  A.静止元件的正序阻抗等于负序阻抗 B.旋转元件的正序阻抗、负序阻抗和零序阻抗严格讲各不相同 C.静止元件的正序阻抗、负序阻抗和零序阻抗都不相同 D.电抗器正序阻抗、负序阻抗和零序阻抗相等,C,单选
电容器是一种用于（） A.储存电能 B.改变电阻 C.储存磁能 D.耗散能量的装置,A,单选
哪种介质电容高？ A.空气 B.云母 C.水 D.金属,D,单选
输电线路的末端电压偏移是指( )  A.线路始端电压与末端电压的相量差 B.线路始端电压与末端电压的数值差 C.线路始端电压与额定电压的数值差 D.线路末端电压与额定电压的数值差,D,单选
三相异步电动机转子转速减小时，转子磁势对空间的转速将 () A.增加 B.保持不变 C.减小 D.为0,B,单选
下列哪一项不是电能？ A.太阳能电池 B.电池 C.电位器 D.发电机,C,单选
什么是电动势？ A.力 B.电压 C.电流 D.磁通,B,单选
电场强度为10N/选项C，介质厚度为3m。计算电介质中的电势降。 A.10V B.20V C.30V D.40V,C,单选
磁场变化引起的电流类型是什么？ A.位移电流 B.导通电流 C.导通电流和位移电流 D.既不导通也不位移电流,A,单选
电力系统的供电负荷加上厂用电之和，称为( )。P12  A.发电负荷 B.用电负荷 C.工业负荷 D.供电负荷,A,单选
线圈的电阻为4欧姆，电感为2H。它连接到 20V 直流电源。计算电路中电流的最终值。 A.5A B.10A C.15A D.20A,A,单选
下列调压措施中最经济、最直接的调压方式是( )  A.改变发电机机端电压调压 B.改变变压器变比调压 C.改变电网中的无功功率分布调压 D.改变电网参数调压,A,单选
在配电系统中，常采用（）串联高压熔断器代替负荷支路的断路器。 A.高压隔离开关 B.高压负荷开关 C.高压熔断器 D.以上都不对,B,单选
隔离开关的主要作用包括（）、倒闸操作、拉合无电流或小电流电路。 A.隔离电源 B.拉合短路电流 C.通断大负荷电流 D.以上都不对,A,单选
直接将电能送到用户的网络称为( )。  A.发电网 B.输电网 C.配电网 D.以上都对,C,单选
一电阻R上、参考方向不一致，令=－10V，消耗功率为0.5W，则电阻R为（） A.200Ω B.-200Ω C.100Ω D.500Ω,A,单选
MC1596 集成模拟乘法器不可以用作 （） A.振幅调制 B.调幅波的解调 C.频率调制 D.混频,C,单选
当发电设备发生偶然性事故时，为维持系统正常供电，频率不受影响，这种备用是( )。  A.负荷备用 B.事故备用 C.检修备用 D.国民经济备用,B,单选
关于同步发电机机端三相短路的分析，下述说法中错误的是（    ）。 A.派克变换的目的是为了将描述发电机电磁暂态过程的原始电压方程由变系数微分方程变为常系数微分方程 B.将派克变换后的同步发电机基本方程进行拉普拉斯变换的目的是将基本方程由微分方程变为代数方程 C.对同步发电机机端三相短路进行定量分析的基本方法是，利用用象函数表示的发电机基本方程和边界条件，求出待求量的象函数，再进行拉普拉斯反变换求待求量的原函数（d、q、0等效绕组系统中的电气量），最后通过派克变换求出定子三相绕组系统中的电气量 D.派克变换仅适用于同步发电机三相对称短路的分析计算。,D,单选
十进制数 53 转换成八进制数应为（ ）。 A.64 B.65 C.66 D.110101,B,单选
千瓦时（kWh）的单位是？ A.电流 B.功率 C.能量 D.电阻,C,单选
图形上显示的量（例如电压或电流）的变化称为（）。 A.波形 B.峰值 C.瞬时值 D.周期,A,单选
在正常情况下，电容器有（） A.位移电流 B.导通电流 C.既有导通电流又有位移电流 D.既没有导通电流也没有位移电流,A,单选
以下哪项是互感的正确表达方式？ A.M=N2Φ2/I2 B.M=N2Φ2/I1 C.M=N1Φ2/I2 D.M=N1Φ1/I1,B,单选
快速控制调速汽门可以让加速面积( )。  A.减小 B.增加 C.不变 D.不确定,C,单选
利用非线性器件相乘作用来实现频率变换其有用项为（）  A.一次方项 B.二次方项 C.高次方项 D.全部项,B,单选
在洪水季节进入负荷曲线的顺序是( )。  A.核电站、火电站、水电站 B.火电站、水电站、核电站 C.核电站、水电站、火电站 D.水电站  核电站  火电站,D,单选
磁力线是寻找 （）电阻的路径。 A.最大值 B.最小值 C.无限 D.零,B,单选
共振频率发生在下列情况（）。 A.XL=XC B.XL>XC C.XL<XC D.无法确定,A,单选
电感元件的正弦交流电路中，电压有效值不变，当频率增大时，电路中电流将（ ） A.增大 B.减小 C.不变 D.不清楚,B,单选
下列不属于输电线路防雷措施的是（）。 A.架设避雷线 B.架设耦合地线 C.加设浪涌吸收器 D.装设自动重合闸,C,单选
电力系统中有一点直接接地，电气设备的外露可导电部分通过保护地线接至与电力系统接地点无关的接地极，此系统称为（）。 A.IT系统 B.TT系统 C.TN系统 D.以上都不对,C,单选
如果电路中的电阻为 2 欧姆，瞬时电流为 5A，求瞬时电压值。 A.5V B.2V C.10V D.2.5V,C,单选
对于矩形波，平均电流为（）rms 电流。 A.大于 B.小于 C.等于 D.不相关,C,单选
如果30的电流通过0.5m 2的横截面积，金属的电流密度是多少？ A.7.5 A/m2 B.15 A/m2 C.60 A/m2 D.120 A/m2,C,单选
自由空间的磁导率也称为（） A.磁常数 B.电常数 C.静电常数 D.静磁常数,A,单选
高压熔断器带有热脱扣器时，在其型号中以字母（）表示。 A.T B.X C.M D.以上都不对,A,单选
用取样法消除两级与非门电路中可能出现的冒险，以下说法哪一种是正确并优先考虑的（）。 A.在输出级加正取样脉冲 B.在输入级加正取样脉冲 C.在输出级加负取样脉冲 D.在输入级加负取样脉冲,A,单选
35kV配电网串联电容的目的是( )  A.电压调整 B.频率调整； C.提高系统运行稳定性 D.经济调度,A,单选
